wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�;w1_zaszczepieni_w_wieku_0_11;w1_zaszczepieni_w_wieku_12_19;w1_zaszczepieni_w_wieku_20_39;w1_zaszczepieni_w_wieku_40_59;w1_zaszczepieni_w_wieku_60_69;w1_zaszczepieni_w_wieku_70plus;w3_zaszczepieni_pe�n�_dawk�_w_wieku_0_11;w3_zaszczepieni_pe�n�_dawk�_w_wieku_12_19;w3_zaszczepieni_pe�n�_dawk�_w_wieku_20_39;w3_zaszczepieni_pe�n�_dawk�_w_wieku_40_59;w3_zaszczepieni_pe�n�_dawk�_w_wieku_60_69;w3_zaszczepieni_pe�n�_dawk�_w_wieku_70plus
32;zachodniopomorskie;3212;pyrzycki;3212012;gm.w Bielice;Szczeciński;3142;1686;1635;53,6601;52,0369;0;145;417;606;300;218;0;136;400;593;290;216
32;zachodniopomorskie;3204;goleniowski;3204043;gm.m-w. Nowogard;Szczeciński;24515;13095;12750;53,4163;52,009;0;817;3001;4299;2709;2269;0;751;2894;4227;2654;2224
14;mazowieckie;1420;płoński;1420082;gm.w Nowe Miasto;Ciechanowski;4665;2506;2426;53,7192;52,0043;0;141;633;817;496;419;0;134;599;799;483;411
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002052;gm.w Lubasz;Pilski;7686;4137;3997;53,8251;52,0036;0;307;1102;1483;643;602;0;277;1063;1445;623;589
4;kujawsko-pomorskie;418;włocławski;418032;gm.w Boniewo;Włocławski;3346;1771;1740;52,9289;52,0024;0;115;452;591;273;340;0;107;442;584;269;338
18;podkarpackie;1864;Tarnobrzeg;1864011;Tarnobrzeg;;46360;24756;24108;53,3995;52,0017;0;1256;5153;7939;4948;5460;0;1178;4967;7765;4848;5350
10;łódzkie;1002;kutnowski;1002052;gm.w Krzyżanów;Płocki;4202;2248;2185;53,4983;51,999;0;130;533;741;453;391;0;117;519;719;448;382
32;zachodniopomorskie;3205;gryficki;3205083;gm.m-w. Trzebiatów;Szczeciński;15995;8570;8317;53,5792;51,9975;0;481;2076;2908;1770;1335;0;432;2001;2840;1734;1310
4;kujawsko-pomorskie;403;bydgoski;403072;gm.w Sicienko;Bydgoski;10311;5498;5361;53,3217;51,993;0;414;1474;1957;911;742;0;386;1435;1918;899;723
4;kujawsko-pomorskie;464;Włocławek;464011;Włocławek;;108561;57649;56435;53,1029;51,9846;0;2990;11366;18313;12240;12740;0;2800;11031;17976;12063;12565
24;śląskie;2409;myszkowski;2409011;Myszków;;31261;16699;16241;53,418;51,9529;0;788;3578;5546;3549;3238;0;748;3455;5409;3471;3158
8;lubuskie;809;zielonogórski;809013;gm.m-w. Babimost;Zielonogórski;6177;3297;3209;53,3754;51,9508;0;176;797;1069;655;600;0;157;772;1049;643;588
30;wielkopolskie;3028;wągrowiecki;3028033;gm.m-w. Gołańcz;Pilski;8185;4363;4251;53,3048;51,9365;0;369;1195;1351;814;634;0;352;1159;1325;797;618
10;łódzkie;1008;pabianicki;1008062;gm.w Lutomiersk;Sieradzki;8736;4674;4537;53,5027;51,9345;0;307;1073;1715;811;768;0;297;1024;1672;790;754
12;małopolskie;1214;proszowicki;1214042;gm.w Pałecznica;Kielecki;3568;1900;1853;53,2511;51,9339;0;122;516;569;341;352;0;117;501;558;333;344
30;wielkopolskie;3013;leszczyński;3013043;gm.m-w. Rydzyna;Leszczyński;9836;5197;5103;52,8365;51,8808;1;368;1354;1836;912;726;0;358;1318;1809;900;718
22;pomorskie;2208;lęborski;2208011;Lębork;;35101;18611;18204;53,0213;51,8618;0;1125;4390;5674;3926;3496;0;1071;4281;5569;3862;3421
12;małopolskie;1213;oświęcimski;1213052;gm.w Osiek;Bielski;8271;4355;4289;52,6539;51,8559;0;250;1052;1545;782;726;0;241;1033;1529;771;715
4;kujawsko-pomorskie;419;żniński;419022;gm.w Gąsawa;Bydgoski;5215;2758;2704;52,8859;51,8504;0;184;715;874;540;445;0;177;702;864;528;433
8;lubuskie;809;zielonogórski;809082;gm.w Trzebiechów;Zielonogórski;3343;1766;1733;52,8268;51,8397;0;113;422;588;353;290;0;111;412;576;349;285
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002073;gm.m-w. Trzcianka;Pilski;24224;12903;12556;53,2654;51,8329;0;848;3043;4279;2491;2242;0;802;2947;4176;2443;2188
24;śląskie;2417;żywiecki;2417082;gm.w Łodygowice;Bielski;14637;7746;7586;52,9207;51,8276;0;488;2089;2648;1384;1137;0;467;2036;2604;1364;1115
2;dolnośląskie;226;złotoryjski;226052;gm.w Zagrodno;Legnicki;5206;2766;2698;53,131;51,8248;0;155;665;861;599;486;0;145;644;837;588;484
10;łódzkie;1004;łęczycki;1004022;gm.w Daszyna;Płocki;3827;2026;1983;52,9396;51,816;0;150;456;634;397;389;0;147;442;621;390;383
14;mazowieckie;1413;mławski;1413042;gm.w Radzanów;Ciechanowski;3262;1735;1690;53,1882;51,8087;0;107;455;585;305;283;0;103;433;574;300;280
26;świętokrzyskie;2613;włoszczowski;2613032;gm.w Moskorzew;Częstochowski;2618;1373;1356;52,4446;51,7953;0;51;306;406;295;315;0;49;304;399;293;311
2;dolnośląskie;218;średzki;218032;gm.w Miękinia;Wrocławski;17615;9358;9116;53,1252;51,7513;0;662;2629;3529;1469;1069;0;624;2545;3462;1441;1044
4;kujawsko-pomorskie;418;włocławski;418022;gm.w Baruchowo;Włocławski;3407;1797;1763;52,7443;51,7464;0;125;373;631;317;351;0;114;369;621;311;348
32;zachodniopomorskie;3202;choszczeński;3202063;gm.m-w. Recz;Gorzowski;5450;2869;2819;52,6422;51,7248;0;195;681;925;605;463;0;185;662;914;601;457
4;kujawsko-pomorskie;414;świecki;414072;gm.w Osie;Bydgoski;5511;2916;2850;52,9124;51,7148;0;201;805;964;531;415;0;189;786;946;522;407
12;małopolskie;1208;miechowski;1208062;gm.w Racławice;Kielecki;2485;1322;1284;53,1992;51,67;0;58;362;394;262;246;0;54;347;384;259;240
32;zachodniopomorskie;3218;łobeski;3218023;gm.m-w. Łobez;Szczeciński;13815;7416;7138;53,6808;51,6685;0;476;1600;2291;1693;1356;0;441;1525;2210;1651;1311
28;warmińsko-mazurskie;2819;węgorzewski;2819012;gm.w Budry;Suwalski;2760;1483;1426;53,7319;51,6667;0;101;361;482;283;256;0;93;344;467;277;245
26;świętokrzyskie;2613;włoszczowski;2613063;gm.m-w. Włoszczowa;Kielecki;19132;10135;9881;52,9741;51,6465;0;516;2395;3336;1976;1912;0;481;2325;3260;1944;1871
30;wielkopolskie;3011;kościański;3011053;gm.m-w. Śmigiel;Leszczyński;17489;9276;9031;53,0391;51,6382;0;607;2521;3042;1673;1433;0;576;2446;2964;1644;1401
10;łódzkie;1011;poddębicki;1011043;gm.m-w. Uniejów;Koniński;6956;3679;3590;52,8896;51,6101;0;155;839;1195;674;816;0;136;818;1164;668;804
30;wielkopolskie;3031;złotowski;3031011;Złotów;Pilski;18437;9697;9511;52,5953;51,5865;0;589;2233;2974;2066;1835;0;570;2176;2928;2024;1813
32;zachodniopomorskie;3206;gryfiński;3206053;gm.m-w. Mieszkowice;Szczeciński;7020;3720;3621;52,9915;51,5812;0;244;999;1191;723;563;0;232;972;1163;710;544
30;wielkopolskie;3023;słupecki;3023083;gm.m-w. Zagórów;Koniński;8878;4655;4579;52,433;51,5769;0;357;1212;1577;810;699;0;346;1195;1550;802;686
32;zachodniopomorskie;3206;gryfiński;3206072;gm.w Stare Czarnowo;Szczeciński;3797;2015;1958;53,0682;51,567;0;105;453;701;404;352;0;103;435;682;394;344
32;zachodniopomorskie;3215;szczecinecki;3215043;gm.m-w. Borne Sulinowo;Koszaliński;9840;5201;5072;52,8557;51,5447;0;327;1076;1622;1041;1135;0;311;1041;1591;1026;1103
12;małopolskie;1218;wadowicki;1218093;gm.m-w. Wadowice;;37585;19776;19367;52,6167;51,5285;0;1117;4999;6596;3614;3450;0;1060;4893;6478;3559;3377
22;pomorskie;2213;starogardzki;2213021;Skórcz;Gdański;3603;1901;1856;52,7616;51,5126;0;182;470;622;365;262;0;169;458;613;361;255
6;lubelskie;614;puławski;614052;gm.w Końskowola;Lubelski;8719;4686;4490;53,7447;51,4967;0;291;1132;1530;867;866;0;257;1075;1476;846;836
2;dolnośląskie;207;kamiennogórski;207022;gm.w Kamienna Góra;Jeleniogórski;8997;4727;4632;52,5397;51,4838;0;338;1191;1622;966;610;0;328;1156;1596;958;594
14;mazowieckie;1406;grójecki;1406032;gm.w Chynów;Radomski;9853;5239;5071;53,1716;51,4666;0;332;1312;1801;993;801;0;316;1247;1747;978;783
4;kujawsko-pomorskie;416;tucholski;416063;gm.m-w. Tuchola;Bydgoski;20151;10595;10367;52,578;51,4466;0;624;2475;3343;2147;2006;0;601;2408;3297;2089;1972
26;świętokrzyskie;2608;pińczowski;2608032;gm.w Michałów;Kielecki;4516;2380;2323;52,7015;51,4393;0;123;587;783;434;453;0;116;572;767;428;440
32;zachodniopomorskie;3213;sławieński;3213052;gm.w Postomino;Słupski;6847;3645;3522;53,235;51,4386;0;316;985;1167;709;468;0;293;940;1137;694;458
2;dolnośląskie;218;średzki;218043;gm.m-w. Środa Śląska;Wrocławski;19889;10576;10230;53,1751;51,4355;0;604;2710;3543;1976;1743;0;555;2608;3446;1916;1705
14;mazowieckie;1419;płocki;1419132;gm.w Stara Biała;Płocki;12019;6310;6182;52,5002;51,4352;0;444;1591;2512;984;779;0;422;1546;2470;977;767
24;śląskie;2414;bieruńsko-lędziński;2414052;gm.w Chełm Śląski;Katowicki;6403;3375;3293;52,7097;51,429;0;200;941;1125;558;551;0;184;918;1108;545;538
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405043;gm.m-w. Kowalewo Pomorskie;Toruński;11416;5978;5869;52,3651;51,4103;0;390;1505;1979;1122;982;0;368;1474;1941;1113;973
10;łódzkie;1006;łódzki wschodni;1006113;gm.m-w. Tuszyn;Piotrkowski;12453;6570;6402;52,7584;51,4093;0;379;1623;2289;1201;1078;0;349;1574;2236;1182;1061
14;mazowieckie;1406;grójecki;1406113;gm.m-w. Warka;Radomski;19167;10151;9853;52,9608;51,4061;0;543;2530;3328;2067;1683;0;502;2446;3242;2021;1642
16;opolskie;1611;strzelecki;1611053;gm.m-w. Strzelce Opolskie;;30269;15881;15560;52,4662;51,4057;0;940;3902;5159;2895;2985;0;905;3796;5052;2859;2948
24;śląskie;2403;cieszyński;2403122;gm.w Zebrzydowice;Katowicki;13220;6959;6793;52,6399;51,3843;0;421;1604;2421;1255;1258;0;402;1564;2369;1224;1234
30;wielkopolskie;3025;średzki;3025032;gm.w Nowe Miasto nad Wartą;Poznański;8984;4759;4616;52,972;51,3802;0;290;1291;1618;858;702;0;283;1258;1581;824;670
28;warmińsko-mazurskie;2802;braniewski;2802033;gm.m-w. Frombork;Elbląski;3515;1850;1806;52,6316;51,3798;0;106;426;608;387;323;0;96;416;594;384;316
2;dolnośląskie;210;lubański;210072;gm.w Siekierczyn;Jeleniogórski;4516;2363;2320;52,3251;51,3729;0;120;577;796;483;387;0;115;565;784;478;378
14;mazowieckie;1424;pułtuski;1424043;gm.m-w. Pułtusk;Ciechanowski;24619;13005;12647;52,8251;51,3709;0;769;3334;4298;2440;2164;0;724;3207;4218;2387;2111
24;śląskie;2417;żywiecki;2417062;gm.w Lipowa;Bielski;10872;5722;5585;52,6306;51,3705;0;400;1522;2038;984;778;0;378;1480;2001;965;761
30;wielkopolskie;3010;koniński;3010123;gm.m-w. Ślesin;Koniński;14051;7389;7218;52,587;51,37;0;410;1877;2582;1381;1139;0;386;1816;2531;1363;1122
4;kujawsko-pomorskie;401;aleksandrowski;401031;Nieszawa;Włocławski;1834;971;942;52,9444;51,3631;0;52;207;326;203;183;0;49;201;319;196;177
8;lubuskie;806;strzelecko-drezdenecki;806052;gm.w Zwierzyn;Gorzowski;4307;2284;2212;53,03;51,3583;0;152;595;778;417;342;0;141;577;760;406;328
28;warmińsko-mazurskie;2803;działdowski;2803043;gm.m-w. Lidzbark;Ciechanowski;13923;7328;7148;52,6323;51,3395;0;472;1763;2480;1450;1163;0;438;1705;2442;1427;1136
12;małopolskie;1212;olkuski;1212032;gm.w Bolesław;Katowicki;7727;4085;3967;52,8666;51,3395;0;228;882;1329;790;856;0;216;851;1297;775;828
30;wielkopolskie;3020;pleszewski;3020033;gm.m-w. Dobrzyca;Kaliski;8093;4235;4154;52,3292;51,3283;0;312;1029;1409;777;708;0;302;1006;1387;769;690
4;kujawsko-pomorskie;401;aleksandrowski;401052;gm.w Bądkowo;Włocławski;4187;2190;2149;52,3048;51,3255;0;128;548;695;419;400;0;121;535;685;415;393
26;świętokrzyskie;2612;staszowski;2612073;gm.m-w. Staszów;Tarnobrzeski;25464;13380;13063;52,5448;51,2999;0;685;2999;4296;2716;2684;0;638;2905;4234;2654;2632
10;łódzkie;1010;piotrkowski;1010072;gm.w Ręczno;Piotrkowski;3492;1825;1791;52,2623;51,2887;0;112;398;576;373;366;0;98;393;567;370;363
6;lubelskie;609;lubelski;609082;gm.w Konopnica;Lubelski;14267;7570;7317;53,0595;51,2862;0;521;1862;2791;1292;1104;0;481;1786;2716;1257;1077
14;mazowieckie;1437;żuromiński;1437042;gm.w Lutocin;Ciechanowski;4197;2191;2151;52,204;51,2509;0;164;491;737;334;465;0;154;477;730;329;461
4;kujawsko-pomorskie;415;toruński;415052;gm.w Łubianka;Toruński;7438;3912;3811;52,5948;51,2369;0;342;1117;1363;616;474;0;323;1079;1336;607;466
12;małopolskie;1206;krakowski;1206132;gm.w Sułoszowa;Krakowski;5807;3067;2975;52,8156;51,2313;0;192;812;1009;508;546;0;183;790;985;490;527
30;wielkopolskie;3010;koniński;3010142;gm.w Wilczyn;Koniński;6182;3217;3167;52,0382;51,2294;0;220;847;1066;576;508;0;211;826;1056;570;504
26;świętokrzyskie;2608;pińczowski;2608022;gm.w Kije;Kielecki;4320;2248;2213;52,037;51,2269;0;106;518;720;471;433;0;104;506;708;467;428
30;wielkopolskie;3001;chodzieski;3001053;gm.m-w. Szamocin;Pilski;7513;3940;3848;52,4424;51,2179;0;285;1029;1334;709;583;0;270;1003;1310;693;572
24;śląskie;2404;częstochowski;2404152;gm.w Rędziny;Częstochowski;9850;5184;5044;52,6294;51,2081;0;302;1180;1817;980;905;0;285;1146;1770;954;889
2;dolnośląskie;201;bolesławiecki;201011;Bolesławiec;;38486;20263;19700;52,6503;51,1874;0;910;4332;5830;4287;4904;0;845;4187;5711;4179;4778
10;łódzkie;1002;kutnowski;1002102;gm.w Strzelce;Płocki;3892;2053;1992;52,7492;51,1819;0;123;533;666;381;350;0;116;508;651;375;342
6;lubelskie;604;hrubieszowski;604011;Hrubieszów;Zamojski;17232;9079;8819;52,6869;51,178;0;438;1944;2896;1972;1829;0;398;1880;2813;1934;1794
2;dolnośląskie;224;ząbkowicki;224013;gm.m-w. Bardo;Wałbrzyski;5210;2719;2666;52,1881;51,1708;0;148;693;833;573;472;0;141;682;815;565;463
10;łódzkie;1002;kutnowski;1002022;gm.w Bedlno;Płocki;5263;2880;2693;54,7216;51,1685;0;123;628;953;576;600;0;107;587;910;558;531
30;wielkopolskie;3006;jarociński;3006043;gm.m-w. Żerków;Kaliski;10213;5322;5225;52,1101;51,1603;0;295;1464;1760;988;815;0;278;1435;1738;971;803
30;wielkopolskie;3028;wągrowiecki;3028042;gm.w Mieścisko;Poznański;5909;3119;3022;52,7839;51,1423;0;233;838;1040;558;450;0;209;812;1019;541;441
14;mazowieckie;1428;sochaczewski;1428022;gm.w Brochów;Warszawski;4375;2310;2237;52,8;51,1314;0;153;558;772;438;389;0;138;537;753;425;384
2;dolnośląskie;226;złotoryjski;226011;Wojcieszów;Jeleniogórski;3572;1876;1826;52,5196;51,1198;0;106;390;608;429;343;0;97;379;597;416;337
24;śląskie;2414;bieruńsko-lędziński;2414042;gm.w Bojszowy;Katowicki;8045;4190;4112;52,082;51,1125;0;283;1232;1481;674;520;0;272;1199;1465;665;511
2;dolnośląskie;223;wrocławski;223062;gm.w Mietków;Wrocławski;3737;1950;1910;52,1809;51,1105;0;98;458;627;434;333;0;86;446;619;429;330
8;lubuskie;811;żarski;811043;gm.m-w. Jasień;Zielonogórski;6962;3630;3556;52,1402;51,0773;0;181;884;1173;756;636;0;174;865;1152;744;621
14;mazowieckie;1463;Radom;1463011;Radom;;209296;109807;106874;52,4649;51,0636;1;5821;24305;34238;22903;22539;0;5417;23514;33418;22449;22076
32;zachodniopomorskie;3209;koszaliński;3209022;gm.w Biesiekierz;Koszaliński;7199;3774;3676;52,4239;51,0626;0;200;941;1401;733;499;0;185;912;1371;718;490
14;mazowieckie;1424;pułtuski;1424022;gm.w Obryte;Ostrołęcki;4782;2497;2441;52,2166;51,0456;0;134;616;815;478;454;0;128;592;804;467;450
30;wielkopolskie;3005;grodziski;3005053;gm.m-w. Wielichowo;Poznański;6935;3642;3539;52,5162;51,031;0;232;1041;1187;696;486;0;214;1007;1159;685;474
10;łódzkie;1002;kutnowski;1002113;gm.m-w. Żychlin;Płocki;11628;6200;5933;53,3196;51,0234;0;277;1242;1947;1389;1345;0;245;1182;1885;1354;1267
24;śląskie;2403;cieszyński;2403052;gm.w Chybie;Bielski;9832;5138;5016;52,2579;51,0171;0;305;1214;1824;1004;791;0;282;1177;1791;988;778
26;świętokrzyskie;2602;jędrzejowski;2602072;gm.w Słupia;Kielecki;4278;2219;2182;51,87;51,0051;0;106;511;682;465;455;0;104;500;672;458;448
8;lubuskie;810;żagański;810053;gm.m-w. Małomice;Zielonogórski;5165;2714;2634;52,546;50,9971;0;171;686;821;570;466;0;163;652;811;551;457
14;mazowieckie;1414;nowodworski;1414043;gm.m-w. Nasielsk;Ciechanowski;19943;10429;10168;52,294;50,9853;1;660;2809;3554;1900;1505;0;633;2699;3485;1872;1479
24;śląskie;2402;bielski;2402052;gm.w Jasienica;Bielski;24681;12907;12583;52,2953;50,9825;0;914;3273;4650;2182;1888;0;866;3177;4556;2140;1844
6;lubelskie;618;tomaszowski;618011;Tomaszów Lubelski;Zamojski;18783;9872;9572;52,5582;50,961;0;407;2089;3015;2276;2085;0;374;2010;2947;2223;2018
22;pomorskie;2204;gdański;2204082;gm.w Trąbki Wielkie;Gdański;11242;5855;5729;52,0815;50,9607;0;504;1609;2067;961;714;0;480;1568;2033;946;702
22;pomorskie;2213;starogardzki;2213031;Starogard Gdański;;47272;24838;24086;52,5427;50,9519;0;1698;6128;7612;4565;4835;0;1565;5910;7444;4460;4707
4;kujawsko-pomorskie;411;radziejowski;411072;gm.w Topólka;Włocławski;4738;2489;2414;52,5327;50,9498;0;152;626;800;475;436;0;138;599;780;468;429
2;dolnośląskie;208;kłodzki;208011;Duszniki-Zdrój;Wałbrzyski;4422;2306;2253;52,1483;50,9498;0;104;418;711;472;601;0;100;409;692;469;583
8;lubuskie;811;żarski;811072;gm.w Przewóz;Zielonogórski;3107;1613;1583;51,915;50,9495;0;110;390;569;313;231;0;100;381;562;311;229
12;małopolskie;1212;olkuski;1212062;gm.w Trzyciąż;Krakowski;7039;3671;3585;52,1523;50,9305;0;201;993;1225;594;658;0;192;961;1204;586;642
10;łódzkie;1019;zduńskowolski;1019011;Zduńska Wola;;41288;21522;21026;52,1265;50,9252;0;1161;4498;6655;4590;4618;0;1086;4372;6525;4515;4528
32;zachodniopomorskie;3216;świdwiński;3216022;gm.w Brzeżno;Koszaliński;2781;1477;1416;53,1104;50,9169;0;93;387;463;322;212;0;81;365;450;312;208
8;lubuskie;801;gorzowski;801032;gm.w Deszczno;Gorzowski;10140;5345;5162;52,712;50,9073;0;407;1380;1978;895;685;0;380;1321;1925;877;659
30;wielkopolskie;3003;gnieźnieński;3003023;gm.m-w. Czerniejewo;Poznański;7388;3838;3761;51,9491;50,9069;0;250;1025;1296;737;530;0;235;1003;1273;727;523
30;wielkopolskie;3015;nowotomyski;3015012;gm.w Kuślin;Poznański;5467;2876;2783;52,6065;50,9054;0;184;845;960;478;409;0;170;816;932;464;401
24;śląskie;2462;Bytom;2462011;Bytom;;163255;85057;83104;52,1007;50,9044;0;5030;20085;27090;15714;17138;0;4710;19574;26564;15441;16815
6;lubelskie;617;świdnicki;617011;Świdnik;;38763;20406;19726;52,643;50,8887;0;1032;4269;6203;4129;4773;0;941;4097;5992;4024;4672
2;dolnośląskie;209;legnicki;209042;gm.w Kunice;Legnicki;7161;3708;3644;51,7805;50,8867;0;254;834;1411;736;473;0;251;820;1388;723;462
4;kujawsko-pomorskie;403;bydgoski;403022;gm.w Dąbrowa Chełmińska;Bydgoski;8415;4370;4282;51,9311;50,8853;0;367;1105;1533;810;555;0;352;1082;1505;800;543
30;wielkopolskie;3028;wągrowiecki;3028062;gm.w Wapno;Pilski;2931;1538;1491;52,4736;50,87;0;84;401;474;332;247;0;73;387;461;327;243
14;mazowieckie;1423;przysuski;1423072;gm.w Rusinów;Radomski;4232;2208;2152;52,1739;50,8507;0;132;557;753;376;390;0;125;532;742;367;386
10;łódzkie;1003;łaski;1003023;gm.m-w. Łask;Sieradzki;27530;14293;13996;51,9179;50,8391;0;746;3233;4613;2968;2733;0;708;3141;4530;2926;2691
28;warmińsko-mazurskie;2814;olsztyński;2814013;gm.m-w. Barczewo;Olsztyński;18142;9454;9221;52,1111;50,8268;1;681;2323;3297;1800;1352;1;640;2257;3241;1760;1322
30;wielkopolskie;3019;pilski;3019022;gm.w Białośliwie;Pilski;4809;2506;2443;52,1106;50,8006;0;183;614;850;487;372;0;174;594;829;481;365
2;dolnośląskie;224;ząbkowicki;224053;gm.m-w. Ząbkowice Śląskie;Wałbrzyski;21405;11175;10872;52,2074;50,7919;0;584;2378;3466;2328;2419;0;540;2311;3378;2276;2367
26;świętokrzyskie;2607;ostrowiecki;2607011;Ostrowiec Świętokrzyski;;67404;35144;34232;52,1393;50,7863;1;1471;6410;10318;8679;8265;0;1383;6204;10074;8487;8084
4;kujawsko-pomorskie;418;włocławski;418092;gm.w Kowal;Włocławski;3897;2019;1979;51,8091;50,7827;0;120;500;662;389;348;0;111;487;652;385;344
2;dolnośląskie;219;świdnicki;219063;gm.m-w. Strzegom;Wałbrzyski;25499;13237;12946;51,9118;50,7706;0;670;2920;4318;2793;2536;0;640;2832;4232;2758;2484
24;śląskie;2473;Rybnik;2473011;Rybnik;;137128;71123;69614;51,8661;50,7657;0;4264;17246;23279;13492;12842;0;4060;16827;22883;13255;12589
10;łódzkie;1006;łódzki wschodni;1006032;gm.w Brójce;Łódzki;6761;3510;3431;51,9154;50,7469;0;221;957;1282;596;454;0;210;930;1256;590;445
28;warmińsko-mazurskie;2814;olsztyński;2814093;gm.m-w. Olsztynek;Olsztyński;13630;7117;6916;52,2157;50,741;0;441;1707;2340;1482;1147;0;409;1625;2292;1464;1126
30;wielkopolskie;3023;słupecki;3023062;gm.w Słupca;Koniński;9313;4833;4725;51,8952;50,7355;0;308;1306;1731;787;701;0;296;1265;1707;774;683
14;mazowieckie;1437;żuromiński;1437033;gm.m-w. Lubowidz;Ciechanowski;6796;3537;3446;52,0453;50,7063;0;208;883;1163;647;636;0;189;863;1134;634;626
8;lubuskie;804;nowosolski;804082;gm.w Siedlisko;Zielonogórski;3554;1843;1802;51,8571;50,7034;0;156;442;632;343;270;0;150;431;617;337;267
26;świętokrzyskie;2602;jędrzejowski;2602082;gm.w Sobków;Kielecki;8474;4387;4296;51,7701;50,6962;0;233;1115;1435;852;752;0;216;1081;1412;843;744
2;dolnośląskie;202;dzierżoniowski;202021;Dzierżoniów;;32869;17054;16663;51,8848;50,6952;0;834;3350;4970;3660;4240;0;792;3258;4864;3597;4152
2;dolnośląskie;206;karkonoski;206031;Piechowice;Jeleniogórski;6082;3161;3083;51,973;50,6906;0;185;597;991;704;684;0;176;583;964;691;669
30;wielkopolskie;3020;pleszewski;3020052;gm.w Gołuchów;Kaliski;10807;5594;5478;51,7627;50,6894;0;293;1490;1974;935;902;0;282;1448;1939;923;886
28;warmińsko-mazurskie;2803;działdowski;2803062;gm.w Rybno;Ciechanowski;7160;3704;3629;51,7318;50,6844;0;269;968;1272;669;526;0;250;942;1249;665;523
24;śląskie;2402;bielski;2402011;Szczyrk;Bielski;5710;2975;2894;52,1016;50,683;0;162;758;993;542;520;0;151;740;971;534;498
30;wielkopolskie;3012;krotoszyński;3012043;gm.m-w. Krotoszyn;;40269;20809;20409;51,675;50,6817;0;1137;4977;6798;4183;3714;0;1078;4854;6692;4123;3662
6;lubelskie;614;puławski;614112;gm.w Żyrzyn;Lubelski;6411;3377;3249;52,6751;50,6785;0;225;817;1102;616;617;0;195;779;1077;604;594
10;łódzkie;1007;opoczyński;1007043;gm.m-w. Opoczno;;33777;17644;17112;52,2367;50,6617;1;1068;4513;5675;3611;2776;1;1022;4358;5514;3511;2706
24;śląskie;2407;lubliniecki;2407011;Lubliniec;Częstochowski;23551;12195;11931;51,7812;50,6603;0;714;2897;4065;2308;2211;0;675;2829;3995;2267;2165
4;kujawsko-pomorskie;412;rypiński;412032;gm.w Rogowo;Włocławski;4770;2463;2416;51,6352;50,6499;0;187;673;712;500;391;0;176;654;704;498;384
28;warmińsko-mazurskie;2806;giżycki;2806083;gm.m-w. Ryn;Suwalski;5640;2933;2856;52,0035;50,6383;0;191;697;922;652;471;0;176;675;899;642;464
2;dolnośląskie;221;wałbrzyski;221021;Jedlina-Zdrój;Wałbrzyski;4789;2500;2425;52,203;50,6369;0;135;510;757;556;542;0;124;490;739;544;528
30;wielkopolskie;3013;leszczyński;3013033;gm.m-w. Osieczna;Leszczyński;9314;4803;4716;51,5675;50,6335;0;289;1217;1682;835;780;0;277;1192;1647;829;771
30;wielkopolskie;3008;kępiński;3008072;gm.w Trzcinica;Kaliski;4934;2547;2498;51,6214;50,6283;0;157;641;885;416;448;0;151;626;873;408;440
2;dolnośląskie;206;karkonoski;206041;Szklarska Poręba;Jeleniogórski;6653;3455;3367;51,9315;50,6087;0;161;767;1060;800;667;0;151;742;1035;786;653
30;wielkopolskie;3010;koniński;3010103;gm.m-w. Sompolno;Koniński;10299;5318;5212;51,6361;50,6069;0;347;1355;1825;997;794;0;329;1324;1795;984;780
2;dolnośląskie;223;wrocławski;223073;gm.m-w. Sobótka;Wrocławski;12872;6711;6514;52,1364;50,606;1;426;1510;2189;1349;1236;1;401;1461;2135;1319;1197
2;dolnośląskie;225;zgorzelecki;225011;Zawidów;Jeleniogórski;4132;2125;2091;51,4279;50,605;0;127;431;732;443;392;0;123;423;720;436;389
2;dolnośląskie;215;oławski;215022;gm.w Domaniów;Wrocławski;5132;2662;2597;51,8706;50,6041;0;169;625;946;480;442;0;160;605;924;473;435
